Type_Chamber,Type_Bill,Type_Number,Congress,Date,Title,Chamber,Sponsor,Party,State,District,Date_Intro,Cosponsors,Committees,Date_Last,Last_Action
S,Res, 567,116,2019,A resolution commending career professionals at the Department of State for their extensive efforts to repatriate United States citizens and legal permanent residents during the COVID-19 pandemic.,Senate,"Menendez, Robert ",D,NJ,0,5/7/20,11,Senate - Foreign Relations,5/7/20,Referred to the Committee on Foreign Relations. (Sponsor introductory remarks on measure: CR S2329; text: CR S2328-2329)
S,B, 3601,116,2019,"A bill to prevent States from using or distributing resources during the COVID-19 national emergency in accordance with a State policy that discriminates on the basis of disability, and for other purposes.",Senate,"Sasse, Ben  ",R,NE,0,5/5/20,0,"Senate - Health, Education, Labor, and Pensions",5/5/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B, 3609,116,2019,"A bill to ensure that all communities have access to urgently needed COVID-19 testing, treatment, public health information, and relief benefits regardless of immigration status or limited English proficiency, and for other purposes.",Senate,"Hirono, Mazie K. ",D,HI,0,5/5/20,14,Senate - Judiciary,5/5/20,Read twice and referred to the Committee on the Judiciary.
S,B, 3671,116,2019,"A bill to amend title VI of the Social Security Act to provide additional funding for States, Tribal Governments, and local communities due to the Coronavirus Disease 2019 (COVID-19) public health emergency, and for other purposes.",Senate,"Reed, Jack ",D,RI,0,5/7/20,0,Senate - Appropriations,5/7/20,Read twice and referred to the Committee on Appropriations. (Sponsor introductory remarks on measure: CR S2325-2326)
S,B, 3624,116,2019,"A bill to amend the national service laws to prioritize national service programs and projects that are directly related to the response to and recovery from the COVID-19 public health emergency, and for other purposes.",Senate,"Coons, Christopher A. ",D,DE,0,5/6/20,16,Senate - Finance,5/6/20,Read twice and referred to the Committee on Finance.
S,B, 3644,116,2019,"A bill to amend titles XVIII and XIX of the Social Security Act to improve the quality of care in skilled nursing facilities under the Medicare program and nursing facilities under the Medicare program during the COVID-19 emergency period, and for other purposes.",Senate,"Booker, Cory A. ",D,NJ,0,5/7/20,1,Senate - Finance,5/7/20,Read twice and referred to the Committee on Finance.
S,B, 3598,116,2019,"A bill to require commercial airlines to provide cash reimbursements, and to authorize the Secretary of State to waive or reimburse travel expenses, for any United States citizen who is evacuated from a foreign country and repatriated to the United States due to travel restrictions implemented in response to COVID-19 or any future pandemic or international crisis.",Senate,"Blumenthal, Richard ",D,CT,0,5/4/20,7,"Senate - Commerce, Science, and Transportation",5/4/20,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
S,B, 3497,116,2019,Pandemic Unemployment Assistance Act,Senate,"Peters, Gary C. ",D,MI,0,3/12/20,25,Senate - Finance,3/12/20,Read twice and referred to the Committee on Finance.
S,B, 3522,116,2019,Coronavirus TANF Expansion Act,Senate,"Cotton, Tom ",R,AR,0,3/18/20,0,Senate - Finance,3/18/20,Read twice and referred to the Committee on Finance.
S,B, 3568,116,2019,Medical Supply Chain Emergency Act of 2020,Senate,"Murphy, Christopher ",D,CT,0,3/23/20,10,"Senate - Banking, Housing, and Urban Affairs",3/23/20,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
S,B, 3440,116,2019,Resilient Elections During Quarantines and Natural Disasters Act of 2020,Senate,"Wyden, Ron ",D,OR,0,3/11/20,0,Senate - Rules and Administration,3/11/20,Read twice and referred to the Committee on Rules and Administration.
S,B, 3561,116,2019,Emergency Telework Act of 2020,Senate,"Van Hollen, Chris ",D,MD,0,3/22/20,2,Senate - Homeland Security and Governmental Affairs,3/22/20,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
S,B, 3498,116,2019,Coronavirus Mobile Collection Site Act,Senate,"Scott, Rick  ",R,FL,0,3/12/20,0,"Senate - Health, Education, Labor, and Pensions",3/12/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B, 3524,116,2019,Coronavirus Credit Expansion Act,Senate,"Cotton, Tom ",R,AR,0,3/18/20,0,Senate - Small Business and Entrepreneurship,3/18/20,Read twice and referred to the Committee on Small Business and Entrepreneurship.
S,B, 3559,116,2019,Immediate Relief for Rural Facilities and Providers Act of 2020,Senate,"Bennet, Michael F. ",D,CO,0,3/21/20,24,Senate - Finance,3/21/20,Read twice and referred to the Committee on Finance.
S,B, 3548,116,2019,CARES Act,Senate,"McConnell, Mitch ",R,KY,0,3/19/20,6,Senate - Finance,3/21/20,S.Amdt.1563 Referred to the Committee on Finance. 
S,B, 3508,116,2019,Disaster Protection for Workers' Credit Act of 2020,Senate,"Schatz, Brian ",D,HI,0,3/17/20,2,"Senate - Banking, Housing, and Urban Affairs",3/17/20,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
S,B, 3544,116,2019,Coronavirus Relief for Seniors and People with Disabilities Act of 2020,Senate,"Casey, Robert P., Jr. ",D,PA,0,3/19/20,23,Senate - Finance,3/19/20,Read twice and referred to the Committee on Finance.
S,Res, 554,116,2019,A resolution recognizing the contributions of health care professionals during the 2020 Coronavirus pandemic.,Senate,"Cramer, Kevin ",R,ND,0,3/25/20,0,"Senate - Health, Education, Labor, and Pensions",3/25/20,"Referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S2063)"
S,B, 3523,116,2019,Coronavirus Unemployment Insurance Expansion Act,Senate,"Cotton, Tom ",R,AR,0,3/18/20,0,Senate - Finance,3/18/20,Read twice and referred to the Committee on Finance.
S,B, 3569,116,2019,Keeping Critical Connections Act of 2020,Senate,"Klobuchar, Amy ",D,MN,0,3/23/20,25,"Senate - Commerce, Science, and Transportation",3/23/20,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
S,Res, 555,116,2019,"A resolution recognizing and supporting the advocates, counselors, volunteers, and first responders who served survivors on an emergency basis during National Sexual Assault Awareness and Prevention Month.",Senate,"Grassley, Chuck ",R,IA,0,5/4/20,4,Senate - Judiciary,5/4/20,Referred to the Committee on the Judiciary.
S,B, 3517,116,2019,ACCESS Act,Senate,"Klobuchar, Amy ",D,MN,0,3/18/20,2,Senate - Finance,3/18/20,Read twice and referred to the Committee on Finance.
S,B, 3507,116,2019,A bill to require the Secretary of Defense to make testing for the coronavirus disease 19 available to all members of the Armed Forces deployed to an area in which the United States Central Command has responsibility.,Senate,"Baldwin, Tammy ",D,WI,0,3/17/20,0,Senate - Armed Services,3/17/20,Read twice and referred to the Committee on Armed Services.
S,B, 3526,116,2019,Protecting Taxpayer's Return on Investment Act of 2020,Senate,"Reed, Jack ",D,RI,0,3/18/20,0,Senate - Finance,3/18/20,Read twice and referred to the Committee on Finance.
S,B, 3560,116,2019,Small Business and Consumer Emergency Credit Act,Senate,"Van Hollen, Chris ",D,MD,0,3/22/20,1,"Senate - Banking, Housing, and Urban Affairs",3/22/20,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
S,B, 3510,116,2019,Prioritizing Pandemic Prevention Act,Senate,"Warren, Elizabeth ",D,MA,0,3/17/20,0,Senate - Homeland Security and Governmental Affairs,3/17/20,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
S,B, 3546,116,2019,Pandemic Healthcare Access Act,Senate,"Cruz, Ted ",R,TX,0,3/19/20,1,Senate - Finance,3/19/20,Read twice and referred to the Committee on Finance.
S,B, 3516,116,2019,Emergency Family Relief Act of 2020,Senate,"Hawley, Josh  ",R,MO,0,3/18/20,0,Senate - Finance,3/18/20,Read twice and referred to the Committee on Finance.
S,B, 3582,116,2019,A bill to amend the Internal Revenue Code of 1986 to expand eligibility for the health care tax credit to workers in certain critical industries.,Senate,"Cantwell, Maria ",D,WA,0,3/25/20,3,Senate - Finance,3/25/20,Read twice and referred to the Committee on Finance.
S,B, 3519,116,2019,"A bill to authorize the Administrator of the Small Business Administration to subsidize payments on loans guaranteed under the 7(a) and 504 loan programs or made using funds under the microloan program, and for other purposes.",Senate,"Coons, Christopher A. ",D,DE,0,3/18/20,15,Senate - Small Business and Entrepreneurship,3/18/20,Read twice and referred to the Committee on Small Business and Entrepreneurship.
S,B, 3525,116,2019,Supporting Charitable Institutions Act of 2020,Senate,"Shaheen, Jeanne ",D,NH,0,3/18/20,0,Senate - Finance,3/18/20,Read twice and referred to the Committee on Finance.
S,B, 3547,116,2019,Creating Capacity for Communities in Need Act,Senate,"Cruz, Ted ",R,TX,0,3/19/20,4,Senate - Finance,3/19/20,Read twice and referred to the Committee on Finance.
S,B, 3545,116,2019,Reciprocity Ensures Streamlined Use of Lifesaving Treatments for Coronavirus Patients Act of 2020,Senate,"Cruz, Ted ",R,TX,0,3/19/20,2,"Senate - Health, Education, Labor, and Pensions",3/19/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B, 3549,116,2019,Save America's Main Street Act,Senate,"Wyden, Ron ",D,OR,0,3/20/20,2,Senate - Finance,3/20/20,Read twice and referred to the Committee on Finance.
S,B, 3588,116,2019,Justice for Victims of Coronavirus Act,Senate,"Hawley, Josh  ",R,MO,0,5/4/20,0,Senate - Foreign Relations,5/4/20,Read twice and referred to the Committee on Foreign Relations.
S,Res, 497,116,2019,A resolution commemorating the life of Dr. Li Wenliang and calling for transparency and cooperation from the Government of the People's Republic of China and the Communist Party of China.,Senate,"Cotton, Tom ",R,AR,0,2/11/20,5,Senate - Foreign Relations,3/3/20,Resolution agreed to in Senate without amendment and an amended preamble by Unanimous Consent.
S,B, 3562,116,2019,Supporting Child Care Providers and Families Affected by Coronavirus Act,Senate,"Casey, Robert P., Jr. ",D,PA,0,3/22/20,1,Senate - Appropriations,3/22/20,Read twice and referred to the Committee on Appropriations.
S,Res, 547,116,2019,A resolution encouraging the President to use authorities provided by the Defense Production Act of 1950 to scale up the national response to the coronavirus crisis.,Senate,"Markey, Edward J. ",D,MA,0,3/18/20,13,"Senate - Banking, Housing, and Urban Affairs",3/18/20,"Referred to the Committee on Banking, Housing, and Urban Affairs."
S,B, 3540,116,2019,Reward Work Act,Senate,"Baldwin, Tammy ",D,WI,0,3/19/20,3,"Senate - Banking, Housing, and Urban Affairs",3/19/20,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
S,B, 3486,116,2019,CDC Tribal Public Health Security and Preparedness Act,Senate,"Udall, Tom ",D,NM,0,3/12/20,3,"Senate - Health, Education, Labor, and Pensions",3/12/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B, 3512,116,2019,VITAL Act of 2020,Senate,"Paul, Rand ",R,KY,0,3/17/20,1,"Senate - Health, Education, Labor, and Pensions",3/17/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B, 3509,116,2019,"A bill to provide borrowers the right to request forbearance on mortgage loan payments due to a declared disaster, and for other purposes.",Senate,"Brown, Sherrod ",D,OH,0,3/17/20,3,"Senate - Banking, Housing, and Urban Affairs",3/17/20,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
S,Res, 560,116,2019,A resolution recognizing and supporting the goals and ideals of National Sexual Assault Awareness and Prevention Month.,Senate,"Feinstein, Dianne ",D,CA,0,5/6/20,5,Senate - Judiciary,5/6/20,Referred to the Committee on the Judiciary.
S,B, 3520,116,2019,MEP Crisis Response Act of 2020,Senate,"Coons, Christopher A. ",D,DE,0,3/18/20,8,"Senate - Commerce, Science, and Transportation",3/18/20,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
S,Res, 505,116,2019,A resolution expressing the sense of the Senate that the United States will continue to provide support to international partners to help prevent and stop the spread of coronavirus.,Senate,"Cassidy, Bill ",R,LA,0,2/13/20,0,Senate - Foreign Relations,2/13/20,Referred to the Committee on Foreign Relations.
S,Res, 561,116,2019,"A resolution supporting the goals and ideals of National Nurses Week, to be observed from May 6 through May 12, 2020.",Senate,"Merkley, Jeff ",D,OR,0,5/6/20,22,"Senate - Health, Education, Labor, and Pensions",5/6/20,"Referred to the Committee on Health, Education, Labor, and Pensions."
S,Res, 556,116,2019,"A resolution designating May 1, 2020, as the ""United States Foreign Service Day"" in recognition of the men and women who have served, or are presently serving, in the Foreign Service of the United States, and honoring the members of the Foreign Service who have given their lives in the line of duty.",Senate,"Sullivan, Dan  ",R,AK,0,5/4/20,12,Senate - Judiciary,5/4/20,Referred to the Committee on the Judiciary.
S,B, 3513,116,2019,Providing Americans Insured Days of Leave Act of 2020,Senate,"Murray, Patty ",D,WA,0,3/17/20,14,Senate - Finance,3/17/20,Read twice and referred to the Committee on Finance.
S,B, 3537,116,2019,Protecting Our Pharmaceutical Supply Chain from China Act of 2020,Senate,"Cotton, Tom ",R,AR,0,3/19/20,2,Senate - Finance,3/19/20,Read twice and referred to the Committee on Finance.
S,B, 3476,116,2019,Coronavirus Worker Relief Act,Senate,"Peters, Gary C. ",D,MI,0,3/12/20,7,Senate - Homeland Security and Governmental Affairs,3/12/20,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
S,B, 3571,116,2019,Banking for All Act,Senate,"Brown, Sherrod ",D,OH,0,3/23/20,0,"Senate - Banking, Housing, and Urban Affairs",3/23/20,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
S,B, 3415,116,2019,Paid Sick Days for Public Health Emergencies and Personal and Family Care Act,Senate,"Murray, Patty ",D,WA,0,3/5/20,24,"Senate - Health, Education, Labor, and Pensions",3/5/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B, 3489,116,2019,Supporting Students in Response to Coronavirus Act,Senate,"Murray, Patty ",D,WA,0,3/12/20,2,"Senate - Health, Education, Labor, and Pensions",3/12/20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B, 3565,116,2019,Small Business and Consumer Debt Collection Emergency Relief Act of 2020,Senate,"Brown, Sherrod ",D,OH,0,3/22/20,4,"Senate - Banking, Housing, and Urban Affairs",3/22/20,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
S,B, 3302,116,2019,Global Health Security Act of 2020,Senate,"King, Angus S., Jr. ",I,ME,0,2/13/20,0,Senate - Foreign Relations,2/13/20,Read twice and referred to the Committee on Foreign Relations.
