Type_Chamber,Type_Bill,Type_Number,Congress,Date,Title,Chamber,Sponsor,Party,State,District,Date_Intro,Cosponsors,Committees,Date_Last,Last_Action
S,B,1230,107,2001,GLIDER Act,Senate," Frist, William H",R,TN,0,7/24/01,2,Senate - Foreign Relations,7/24/01,Read twice and referred to the Committee on Foreign Relations.
S,Res,171,107,2001,A resolution expressing the sense of the Senate concerning the provision of funding for bioterrorism preparedness and response.,Senate," Frist, William H",R,TN,0,10/11/01,34,"Senate - Health, Education, Labor, and Pensions",10/11/01,"Referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S10653-10654)"
S,B,3120,115,2017,HEAL Act of 2018,Senate," Hatch, Orrin G",R,UT,0,6/25/18,0,Senate - Finance,6/25/18,Placed on Senate Legislative Calendar under General Orders. Calendar No. 484.
S,B,2940,106,1999,International Malaria Control Act of 2000 ,Senate," Hatch, Orrin G",R,UT,0,7/26/00,1,,7/27/00,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 724.
S,B,2045,106,1999,Kids 2000 Act,Senate," Hatch, Orrin G",R,UT,0,2/9/00,24,Senate - Judiciary,10/17/00,Became Public Law No: 106-313.
S,B,899,106,1999,21st Century Justice Act of 1999,Senate," Hatch, Orrin G",R,UT,0,4/28/99,8,Senate - Judiciary,4/28/99,Read twice and referred to the Committee on Judiciary.
S,B,2466,101,1989,National Atmospheric Nuclear Testing Compensation Act of 1990,Senate," Hatch, Orrin G",R,UT,0,4/19/90,0,Senate - Labor and Human Resources,4/19/90,Placed on Senate Legislative Calendar under General Orders. Calendar No. 508.
S,B,841,101,1989,Radiation Exposure Compensation Act,Senate," Hatch, Orrin G",R,UT,0,4/19/89,8,Senate - Judiciary,4/27/89,Referred to Subcommittee on Courts and Administrative Practice.
S,B,1994,101,1989,National Atmospheric Nuclear Testing Compensation Act of 1989,Senate," Hatch, Orrin G",R,UT,0,11/22/89,1,Senate - Judiciary,2/12/90,Referred to Subcommittee on Courts and Administrative Practice.
S,Res,114,106,1999,"A resolution designating June 22, 1999, as ""National Pediatric AIDS Awareness Day"".",Senate," Hatch, Orrin G",R,UT,0,6/9/99,49,Senate - Judiciary,6/10/99,Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent.
S,B,1,107,2001,Better Education for Students and Teachers Act,Senate," Jeffords, James M",R,VT,0,3/28/01,0,"Senate - Health, Education, Labor, and Pensions",6/18/01,"S.Amdt.549 Amendment SA 549, previously agreed to, was further modified by Unanimous Consent. (text as further modified: CR S6369)"
S,B,2311,106,1999,Ryan White CARE Act Amendments of 2000,Senate," Jeffords, James M",R,VT,0,3/29/00,51,"House - Commerce | Senate - Health, Education, Labor, and Pensions",10/20/00,Became Public Law No: 106-345.
S,B,2,106,1999,Educational Opportunities Act,Senate," Jeffords, James M",R,VT,0,1/19/99,6,"Senate - Health, Education, Labor, and Pensions",5/9/00,"S.Amdt.3139 Amendment SA 3139 proposed by Senator Stevens. (consideration: CR S3662, S3665-3679) To provide for early learning programs, and for other purposes."
S,B,2823,109,2005,Ryan White HIV/AIDS Treatment Modernization Act of 2006,Senate," Enzi, Michael B",R,WY,0,5/17/06,5,"Senate - Health, Education, Labor, and Pensions",9/28/06,Sponsor introductory remarks on measure.
S,B,1769,109,2005,Public Health and Health Insurance Emergency Response Act of 2005,Senate," Enzi, Michael B",R,WY,0,9/26/05,9,"Senate - Health, Education, Labor, and Pensions",9/26/05,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S10431-10434)"
S,Con,11,114,2015,An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2016 and setting forth the appropriate budgetary levels for fiscal years 2017 through 2025.,Senate," Enzi, Michael B",R,WY,0,3/20/15,0,Senate - Budget,5/6/15,Message on Senate action sent to the House.
S,B,1574,107,2001,Public Health Emergency Planning and Information Act of 2001,Senate," Rockefeller, John D",D,WV,0,10/25/01,0,Senate - Finance,10/25/01,Read twice and referred to the Committee on Finance.
S,B,1355,115,2017,Combating the Heroin Epidemic Through Forensic Drug Testing Act of 2017,Senate," Shaheen, Jeanne ",D,NH,0,6/14/17,1,Senate - Judiciary,6/14/17,Read twice and referred to the Committee on the Judiciary.
S,B,2008,115,2017,Combating the Opioid Epidemic Through Forensic Drug Testing Act of 2017,Senate," Shaheen, Jeanne ",D,NH,0,10/25/17,2,Senate - Judiciary,10/25/17,Read twice and referred to the Committee on the Judiciary.
S,B,2891,115,2017,Fighting the Opioid Epidemic with Sunshine Act of 2018,Senate," Grassley, Chuck ",R,IA,0,5/22/18,3,Senate - Finance,5/22/18,Read twice and referred to the Committee on Finance.
S,B,2270,115,2017,Mitigating METH Act,Senate," Daines, Steve ",R,MT,0,12/21/17,8,"Senate - Health, Education, Labor, and Pensions",12/21/17,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S8261-8262)"
S,B,2700,115,2017,Comprehensive Addiction Resources Emergency Act of 2018,Senate," Warren, Elizabeth ",D,MA,0,4/18/18,0,"Senate - Health, Education, Labor, and Pensions",4/18/18,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,2437,115,2017,Opioid Response Enhancement Act,Senate," Baldwin, Tammy ",D,WI,0,2/15/18,15,"Senate - Health, Education, Labor, and Pensions",2/15/18,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,2440,115,2017,CARES Act,Senate," Cantwell, Maria ",D,WA,0,2/15/18,1,Senate - Judiciary,2/15/18,Read twice and referred to the Committee on the Judiciary.
S,B,2691,115,2017,Opioid Crisis Accountability Act of 2018,Senate," Sanders, Bernard ",I,VT,0,4/17/18,3,Senate - Finance,4/17/18,Read twice and referred to the Committee on Finance.
S,B,2754,115,2017,Handle With Care Act of 2018,Senate," Manchin, Joe, III ",D,WV,0,4/25/18,2,"Senate - Health, Education, Labor, and Pensions",4/25/18,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,3476,115,2017,PEPFAR Extension Act of 2018,Senate," Corker, Bob ",R,TN,0,9/18/18,20,Senate - Foreign Relations,10/3/18,Placed on Senate Legislative Calendar under General Orders. Calendar No. 619.
S,B,1731,115,2017,Forest Management Improvement Act of 2017,Senate," Thune, John ",R,SD,0,8/2/17,0,Senate - Environment and Public Works,9/27/17,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 115-112.
S,B,2852,115,2017,Pandemic and All-Hazards Preparedness and Advancing Innovation Act of 2018,Senate," Burr, Richard ",R,NC,0,5/15/18,10,"Senate - Health, Education, Labor, and Pensions",6/18/18,Placed on Senate Legislative Calendar under General Orders. Calendar No. 467.
S,B,2068,115,2017,Wildfire Prevention and Mitigation Act of 2017,Senate," Barrasso, John ",R,WY,0,11/2/17,3,Senate - Environment and Public Works,11/2/17,Read twice and referred to the Committee on Environment and Public Works.
S,B,747,115,2017,Special Diabetes Program for Indians Reauthorization Act of 2017,Senate," Udall, Tom ",D,NM,0,3/28/17,0,"Senate - Health, Education, Labor, and Pensions",3/28/17,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1752,115,2017,Emergency Fuel Reduction Act of 2017,Senate," Heller, Dean ",R,NV,0,8/3/17,4,"Senate - Agriculture, Nutrition, and Forestry",8/3/17,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
S,B,3212,115,2017,End Neglected Tropical Diseases Act,Senate," Brown, Sherrod ",D,OH,0,7/12/18,2,"Senate - Health, Education, Labor, and Pensions",7/12/18,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,2789,115,2017,Substance Abuse Prevention Act of 2018,Senate," Cornyn, John ",R,TX,0,4/26/18,8,Senate - Judiciary,6/19/18,Placed on Senate Legislative Calendar under General Orders. Calendar No. 475.
S,B,774,115,2017,Trauma-Informed Care for Children and Families Act of 2017,Senate," Heitkamp, Heidi ",D,ND,0,3/29/17,10,"Senate - Health, Education, Labor, and Pensions",3/29/17,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1804,115,2017,Medicare for All Act of 2017,Senate," Sanders, Bernard ",I,VT,0,9/13/17,16,Senate - Finance,9/13/17,Read twice and referred to the Committee on Finance.
S,B,2976,115,2017,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2019",Senate," Hoeven, John ",R,ND,0,5/24/18,0,Senate - Appropriations,5/24/18,Placed on Senate Legislative Calendar under General Orders. Calendar No. 438.
S,B,2241,114,2015,Combat Heroin Epidemic and Backlog Act of 2015,Senate," Shaheen, Jeanne ",D,NH,0,11/4/15,0,Senate - Judiciary,11/4/15,Read twice and referred to the Committee on the Judiciary.
S,B,2423,114,2015,"A bill making appropriations to address the heroin and opioid drug abuse epidemic for the fiscal year ending September 30, 2016, and for other purposes.",Senate," Shaheen, Jeanne ",D,NH,0,12/18/15,17,Senate - Appropriations,12/18/15,Read twice and referred to the Committee on Appropriations.
S,B,3223,114,2015,Expanded Access to Treatment and Recovery Act,Senate," Murray, Patty ",D,WA,0,7/14/16,4,"Senate - Health, Education, Labor, and Pensions",7/14/16,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,418,114,2015,Promoting Health as Youth Skills in Classrooms and Life Act,Senate," Udall, Tom ",D,NM,0,2/9/15,1,"Senate - Health, Education, Labor, and Pensions",2/9/15,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,524,114,2015,Comprehensive Addiction and Recovery Act of 2016,Senate," Whitehouse, Sheldon ",D,RI,0,2/12/15,44,Senate - Judiciary,7/22/16,Became Public Law No: 114-198.
S,B,2055,114,2015,Medical Countermeasure Innovation Act of 2016,Senate," Burr, Richard ",R,NC,0,9/17/15,4,"Senate - Health, Education, Labor, and Pensions",3/14/16,Placed on Senate Legislative Calendar under General Orders. Calendar No. 388.
S,B,1287,114,2015,Viral Hepatitis Testing Act of 2015,Senate," Kirk, Mark Steven ",R,IL,0,5/12/15,7,"Senate - Health, Education, Labor, and Pensions",5/12/15,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,799,114,2015,Protecting Our Infants Act of 2015,Senate," McConnell, Mitch ",R,KY,0,3/19/15,22,"Senate - Health, Education, Labor, and Pensions",11/25/15,Became Public Law No: 114-91.
S,B,1134,114,2015,"Heroin and Prescription Opioid Abuse Prevention, Education, and Enforcement Act of 2015",Senate," Ayotte, Kelly ",R,NH,0,4/29/15,1,Senate - Judiciary,4/29/15,Read twice and referred to the Committee on the Judiciary.
S,B,1537,114,2015,Border Health Security Act of 2015,Senate," Udall, Tom ",D,NM,0,6/10/15,2,"Senate - Health, Education, Labor, and Pensions",6/10/15,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1738,114,2015,Safer Communities Act of 2015,Senate," Blumenthal, Richard ",D,CT,0,7/9/15,0,Senate - Judiciary,7/9/15,Read twice and referred to the Committee on the Judiciary.
S,B,570,114,2015,Comprehensive Dental Reform Act of 2015,Senate," Sanders, Bernard ",I,VT,0,2/25/15,4,"Senate - Health, Education, Labor, and Pensions",2/25/15,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,3519,114,2015,Trauma-Informed Care for Children and Families Act of 2016,Senate," Heitkamp, Heidi ",D,ND,0,12/7/16,2,"Senate - Health, Education, Labor, and Pensions",12/7/16,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,2943,114,2015,National Defense Authorization Act for Fiscal Year 2017,Senate," McCain, John ",R,AZ,0,5/18/16,0,Senate - Armed Services,12/23/16,Became Public Law No: 114-328.
S,B,2839,113,2013,Comprehensive Addiction and Recovery Act of 2014,Senate," Whitehouse, Sheldon ",D,RI,0,9/17/14,8,Senate - Judiciary,9/17/14,Read twice and referred to the Committee on the Judiciary.
S,B,242,113,2013,Pandemic and All-Hazards Preparedness Reauthorization Act of 2013,Senate," Burr, Richard ",R,NC,0,2/7/13,10,"Senate - Health, Education, Labor, and Pensions",2/7/13,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1104,113,2013,Assessing Progress in Haiti Act of 2014,Senate," Nelson, Bill ",D,FL,0,6/6/13,3,Senate - Foreign Relations,8/8/14,Became Public Law No: 113-162.
S,B,2872,113,2013,Promoting Healthy Minds for Safer Communities Act of 2014,Senate," Blumenthal, Richard ",D,CT,0,9/18/14,0,Senate - Judiciary,9/18/14,Read twice and referred to the Committee on the Judiciary.
S,B,2134,113,2013,Act to Ban Zohydro,Senate," Manchin, Joe, III ",D,WV,0,3/13/14,0,"Senate - Health, Education, Labor, and Pensions",3/13/14,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,2768,113,2013,Emergency Fuel Reduction Act of 2014,Senate," Heller, Dean ",R,NV,0,7/31/14,5,"Senate - Agriculture, Nutrition, and Forestry",7/31/14,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
S,B,2504,113,2013,"Heroin and Prescription Opioid Abuse Prevention, Education, and Enforcement Act of 2014",Senate," Ayotte, Kelly ",R,NH,0,6/19/14,1,"Senate - Health, Education, Labor, and Pensions",6/19/14,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,2268,113,2013,Border Health Security Act of 2013,Senate," Udall, Tom ",D,NM,0,4/29/14,2,"Senate - Health, Education, Labor, and Pensions",4/29/14,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,626,113,2013,Prize Fund for HIV/AIDS Act,Senate," Sanders, Bernard ",I,VT,0,3/20/13,0,"Senate - Health, Education, Labor, and Pensions",3/20/13,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1522,113,2013,Comprehensive Dental Reform Act of 2013,Senate," Sanders, Bernard ",I,VT,0,9/18/13,1,Senate - Finance,9/18/13,Read twice and referred to the Committee on Finance.
S,B,37,113,2013,Forest Jobs and Recreation Act of 2013,Senate," Tester, Jon ",D,MT,0,1/22/13,2,Senate - Energy and Natural Resources,5/22/14,Placed on Senate Legislative Calendar under General Orders. Calendar No. 391.
S,B,954,113,2013,"Agriculture Reform, Food, and Jobs Act of 2013",Senate," Stabenow, Debbie ",D,MI,0,5/14/13,0,"Senate - Agriculture, Nutrition, and Forestry",9/4/13,"By Senator Stabenow from Committee on Agriculture, Nutrition, and Forestry filed written report under authority of the order of the Senate of 08/01/2013. Report No. 113-88. Additional views filed."
S,B,10,113,2013,"Agriculture Reform, Food, and Jobs Act of 2013",Senate," Reid, Harry ",D,NV,0,1/22/13,19,"Senate - Agriculture, Nutrition, and Forestry",1/22/13,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry. (text of measure as introduced: CR S48-156)"
S,B,1855,112,2011,Pandemic and All-Hazards Preparedness Act Reauthorization of 2011,Senate," Burr, Richard ",R,NC,0,11/10/11,11,"Senate - Health, Education, Labor, and Pensions",3/8/12,Held at the desk.
S,B,3715,112,2011,A bill to extend the limited antitrust exemption contained in the Pandemic and All-Hazards Preparedness Act.,Senate," Harkin, Tom ",D,IA,0,12/30/12,0,,12/31/12,Held at the desk.
S,B,2137,112,2011,A bill to prohibit the issuance of a waiver for commissioning or enlistment in the Armed Forces for any individual convicted of a felony sexual offense.,Senate," Boxer, Barbara ",D,CA,0,2/28/12,2,Senate - Armed Services,2/28/12,Read twice and referred to the Committee on Armed Services.
S,B,392,112,2011,Promoting Health as Youth Skills In Classrooms And Life Act,Senate," Udall, Tom ",D,NM,0,2/17/11,3,"Senate - Health, Education, Labor, and Pensions",2/17/11,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,576,112,2011,FIT Kids Act,Senate," Harkin, Tom ",D,IA,0,3/15/11,14,"Senate - Health, Education, Labor, and Pensions",3/15/11,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1138,112,2011,Prize Fund for HIV/AIDS Act,Senate," Sanders, Bernard ",I,VT,0,5/26/11,0,"Senate - Health, Education, Labor, and Pensions",5/15/12,"Committee on Health, Education, Labor, and Pensions Subcommittee on Primary Health and Aging. Hearings held. With printed Hearing: S.Hrg. 112-570."
S,B,3272,112,2011,Comprehensive Dental Reform Act of 2012,Senate," Sanders, Bernard ",I,VT,0,6/7/12,0,Senate - Finance,6/7/12,Read twice and referred to the Committee on Finance.
S,B,268,112,2011,Forest Jobs and Recreation Act of 2011,Senate," Tester, Jon ",D,MT,0,2/3/11,2,Senate - Energy and Natural Resources,5/25/11,Committee on Energy and Natural Resources Subcommittee on Public Lands and Forests. Hearings held. With printed Hearing: S.Hrg. 112-131.
S,B,3295,112,2011,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2013",Senate," Harkin, Tom ",D,IA,0,6/14/12,0,Senate - Appropriations,6/14/12,Placed on Senate Legislative Calendar under General Orders. Calendar No. 428.
S,B,3240,112,2011,"Agriculture Reform, Food, and Jobs Act of 2012",Senate," Stabenow, Debbie ",D,MI,0,5/24/12,0,"Senate - Agriculture, Nutrition, and Forestry",8/28/12,"By Senator Stabenow from Committee on Agriculture, Nutrition, and Forestry filed written report under authority of the order of the Senate of 08/02/2012. Report No. 112-203. Additional views filed."
S,B,2798,111,2009,National Forest Insect and Disease Emergency Act of 2010,Senate," Udall, Mark ",D,CO,0,11/18/09,2,Senate - Energy and Natural Resources,9/27/10,Placed on Senate Legislative Calendar under General Orders. Calendar No. 599.
S,B,1028,111,2009,Strengthening America's Public Health System Act,Senate," Bingaman, Jeff ",D,NM,0,5/13/09,0,"Senate - Health, Education, Labor, and Pensions",5/13/09,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,3683,111,2009,Promoting Health as Youth Skills In Classrooms And Life Act,Senate," Udall, Tom ",D,NM,0,8/2/10,0,"Senate - Health, Education, Labor, and Pensions",8/2/10,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,634,111,2009,FIT Kids Act,Senate," Harkin, Tom ",D,IA,0,3/18/09,24,"Senate - Health, Education, Labor, and Pensions",3/18/09,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1060,111,2009,"Obesity Prevention, Treatment, and Research Act of 2009",Senate," Bingaman, Jeff ",D,NM,0,5/18/09,1,"Senate - Health, Education, Labor, and Pensions",5/18/09,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,3126,111,2009,HELP Schools Act of 2010,Senate," Klobuchar, Amy ",D,MN,0,3/16/10,0,"Senate - Agriculture, Nutrition, and Forestry",3/16/10,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
S,B,3446,111,2009,Child Nutrition Enhancement Act of 2010,Senate," Udall, Tom ",D,NM,0,5/27/10,0,"Senate - Agriculture, Nutrition, and Forestry",5/27/10,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
S,B,3813,111,2009,Renewable Electricity Promotion Act of 2010,Senate," Bingaman, Jeff ",D,NM,0,9/21/10,34,,9/22/10,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 576.
S,B,4049,111,2009,Forest Jobs and Recreation Act of 2010,Senate," Tester, Jon ",D,MT,0,12/18/10,0,Senate - Energy and Natural Resources,12/18/10,Read twice and referred to the Committee on Energy and Natural Resources.
S,B,21,111,2009,Prevention First Act,Senate," Reid, Harry ",D,NV,0,1/6/09,29,"Senate - Health, Education, Labor, and Pensions",1/6/09,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S47-53)"
S,B,1470,111,2009,Forest Jobs and Recreation Act of 2009,Senate," Tester, Jon ",D,MT,0,7/20/09,1,Senate - Energy and Natural Resources,12/17/09,Committee on Energy and Natural Resources Subcommittee on Public Lands and Forests. Hearings held. With printed Hearing: S.Hrg. 111-364.
S,B,1679,111,2009,Affordable Health Choices Act,Senate," Harkin, Tom ",D,IA,0,9/17/09,0,"Senate - Health, Education, Labor, and Pensions",9/17/09,Placed on Senate Legislative Calendar under General Orders. Calendar No. 161.
S,B,1462,111,2009,American Clean Energy Leadership Act of 2009,Senate," Bingaman, Jeff ",D,NM,0,7/16/09,0,Senate - Energy and Natural Resources,7/16/09,Placed on Senate Legislative Calendar under General Orders. Calendar No. 110.
S,B,1553,110,2007,HIV Prevention Act of 2007,Senate," Feinstein, Dianne ",D,CA,0,6/6/07,16,Senate - Foreign Relations,6/6/07,Read twice and referred to the Committee on Foreign Relations. (text of measure as introduced: CR S7181)
S,B,3476,110,2007,National Integrated Public Health Surveillance Systems and Reportable Conditions Act,Senate," Hagel, Chuck ",R,NE,0,9/11/08,1,"Senate - Health, Education, Labor, and Pensions",9/11/08,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,968,110,2007,Stop Tuberculosis (TB) Now Act of 2007,Senate," Boxer, Barbara ",D,CA,0,3/22/07,14,Senate - Foreign Relations,10/9/07,Placed on Senate Legislative Calendar under General Orders. Calendar No. 415.
S,B,2173,110,2007,Fitness Integrated with Teaching Kids Act,Senate," Harkin, Tom ",D,IA,0,10/17/07,14,"Senate - Health, Education, Labor, and Pensions",10/17/07,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,393,110,2007,Emergency Local Law Enforcement Byrne Assistance Act of 2007,Senate," Harkin, Tom ",D,IA,0,1/25/07,0,Senate - Judiciary,1/25/07,Read twice and referred to the Committee on the Judiciary. (text of measure as introduced: CR S1193)
S,B,1734,110,2007,"Prostate Research, Imaging, and Men's Education Act",Senate," Boxer, Barbara ",D,CA,0,6/28/07,7,"Senate - Health, Education, Labor, and Pensions",6/28/07,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,2932,110,2007,"Poison Center Support, Enhancement, and Awareness Act of 2008",Senate," Murray, Patty ",D,WA,0,4/29/08,25,"Senate - Health, Education, Labor, and Pensions",10/8/08,Became Public Law No: 110-377.
S,B,3584,110,2007,"Obesity Prevention, Treatment, and Research Act of 2008",Senate," Bingaman, Jeff ",D,NM,0,9/25/08,0,"Senate - Health, Education, Labor, and Pensions",9/25/08,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,2584,110,2007,PEPFAR Accountability and Transparency Act,Senate," Clinton, Hillary Rodham ",D,NY,0,1/31/08,0,Senate - Foreign Relations,1/31/08,Read twice and referred to the Committee on Foreign Relations.
S,B,1907,110,2007,Meth Mouth Correctional Costs and Reentry Support Act,Senate," Baucus, Max ",D,MT,0,7/31/07,10,Senate - Judiciary,7/31/07,Read twice and referred to the Committee on the Judiciary.
S,B,823,110,2007,Microbicide Development Act,Senate," Obama, Barack ",D,IL,0,3/8/07,18,"Senate - Health, Education, Labor, and Pensions",3/8/07,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,2066,110,2007,Back to School: Improving Standards for Nutrition and Physical Education in Schools Act of 2007,Senate," Obama, Barack ",D,IL,0,9/18/07,0,"Senate - Agriculture, Nutrition, and Forestry",9/18/07,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
S,B,2456,110,2007,Influenza Vaccine Security Act of 2007,Senate," Clinton, Hillary Rodham ",D,NY,0,12/12/07,2,"Senate - Health, Education, Labor, and Pensions",12/12/07,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,3674,110,2007,21st Century Wellness Trust Act,Senate," Clinton, Hillary Rodham ",D,NY,0,10/1/08,0,"Senate - Health, Education, Labor, and Pensions",10/1/08,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1367,110,2007,Treatment and Prevention of Methamphetamine Abuse Act,Senate," Harkin, Tom ",D,IA,0,5/10/07,0,"Senate - Health, Education, Labor, and Pensions",5/10/07,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1551,110,2007,Comprehensive Tuberculosis Elimination Act of 2007,Senate," Brown, Sherrod ",D,OH,0,6/5/07,15,"Senate - Health, Education, Labor, and Pensions",4/22/08,"By Senator Kennedy from Committee on Health, Education, Labor, and Pensions filed written report. Report No. 110-329."
S,B,2082,110,2007,Coordinated Environmental Public Health Network Act of 2007,Senate," Clinton, Hillary Rodham ",D,NY,0,9/20/07,2,"Senate - Health, Education, Labor, and Pensions",9/20/07,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,21,110,2007,Prevention First Act,Senate," Reid, Harry ",D,NV,0,1/4/07,34,"Senate - Health, Education, Labor, and Pensions",1/9/07,Star Print ordered on the bill.
S,B,1804,110,2007,National Agriculture and Food Defense Act of 2007,Senate," Burr, Richard ",R,NC,0,7/17/07,1,Senate - Homeland Security and Governmental Affairs,7/17/07,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
S,B,4,110,2007,Improving America's Security Act of 2007,Senate," Reid, Harry ",D,NV,0,1/4/07,17,Senate - Homeland Security and Governmental Affairs,7/9/07,See also H.R.1.
S,B,3689,110,2007,Economic Recovery Act of 2008,Senate," Reid, Harry ",D,NV,0,11/17/08,1,,11/19/08,Sponsor introductory remarks on measure.
S,B,521,109,2005,Hepatitis C Epidemic Control and Prevention Act,Senate," Hutchison, Kay Bailey ",R,TX,0,3/3/05,15,"Senate - Health, Education, Labor, and Pensions",3/3/05,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S2027-2029)"
S,B,375,109,2005,Flu Protection Act of 2005,Senate," Bayh, Evan ",D,IN,0,2/15/05,6,Senate - Finance,2/15/05,Read twice and referred to the Committee on Finance.
S,B,1437,109,2005,Bioterror and Pandemic Preparedness Protection Act,Senate," Gregg, Judd ",R,NH,0,7/20/05,0,"Senate - Health, Education, Labor, and Pensions",7/20/05,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,1873,109,2005,Biodefense and Pandemic Vaccine and Drug Development Act of 2005,Senate," Burr, Richard ",R,NC,0,10/17/05,5,"Senate - Health, Education, Labor, and Pensions",10/24/05,Placed on Senate Legislative Calendar under General Orders. Calendar No. 257.
S,B,3656,109,2005,HIV Prevention Youth Act,Senate," Feinstein, Dianne ",D,CA,0,7/13/06,8,Senate - Foreign Relations,7/13/06,Read twice and referred to the Committee on Foreign Relations. (text of measure as introduced: CR S7518-7519)
S,B,2564,109,2005,Biodefense and Pandemic Vaccine and Drug Development Act of 2006,Senate," Burr, Richard ",R,NC,0,4/6/06,5,"Senate - Health, Education, Labor, and Pensions",4/6/06,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
S,B,3678,109,2005,Pandemic and All-Hazards Preparedness Act,Senate," Burr, Richard ",R,NC,0,7/18/06,14,"Senate - Health, Education, Labor, and Pensions",12/19/06,Became Public Law No: 109-417.
S,B,103,109,2005,Combat Meth Act of 2005,Senate," Talent, Jim ",R,MO,0,1/24/05,49,Senate - Judiciary,9/13/05,Sponsor introductory remarks on measure. (CR S9972)
S,B,3,109,2005,Protecting America in the War on Terror Act of 2005,Senate," Gregg, Judd ",R,NH,0,1/24/05,8,Senate - Finance,4/6/05,Sponsor introductory remarks on measure.
S,B,1406,109,2005,Respirator Access Assurance Act of 2005,Senate," Cornyn, John ",R,TX,0,7/14/05,1,Senate - Judiciary,7/14/05,Read twice and referred to the Committee on the Judiciary.
S,B,2465,109,2005,Stop Tuberculosis (TB) Now Act of 2006,Senate," Boxer, Barbara ",D,CA,0,3/28/06,11,Senate - Foreign Relations,3/28/06,Read twice and referred to the Committee on Foreign Relations.
S,B,2604,109,2005,Headwaters Protection and Restoration Act,Senate," Allard, Wayne ",R,CO,0,4/7/06,0,Senate - Energy and Natural Resources,4/7/06,Read twice and referred to the Committee on Energy and Natural Resources.
S,B,1442,109,2005,Coordinated Environmental Health Network Act of 2005,Senate," Clinton, Hillary Rodham ",D,NY,0,7/21/05,4,"Senate - Health, Education, Labor, and Pensions",7/21/05,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
